Country,City,Yield,Text,meanYield,Text_numbeo,CountryCity,latitude,longitude
Colombia,Pereira,7.552598179727587,"                                       Price  Rent Yield
Neighbor                Apartments                      
Pereira (all locations) 1-Bedroom    $40,235  $291  8.7%
                        2-Bedroom    $51,411  $335  7.8%
                        3-Bedroom    $62,587  $380  7.3%
                        4+Bedroom   $101,614  $565  6.7%",,,"Pereira, Colombia",4.8143159,-75.6946778
Colombia,Santa Marta,5.274296956074373,"                                           Price  Rent Yield
Neighbor                    Apartments                      
Santa Marta (all locations) 1-Bedroom    $69,070  $313  5.4%
                            2-Bedroom    $98,128  $436  5.3%
                            3-Bedroom   $102,822  $447  5.2%",,,"Santa Marta, Colombia",11.2320988,-74.1950883
Costa Rica,Curridabat,6.460442655935614,"                                          Price    Rent Yield
Neighbor                   Apartments                        
Curridabat (all locations) 1-Bedroom   $142,000    $750  6.3%
                           2-Bedroom   $165,000    $950  6.9%
                           3-Bedroom   $175,000    $960  6.6%
                           4+Bedroom   $320,000  $1,400  5.2%",,,"Curridabat, Costa Rica",9.9144225,-84.0375087
Costa Rica,Escazú,5.355522773372671,"                                      Price    Rent Yield
Neighbor               Apartments                        
Escazú (all locations) 1-Bedroom   $210,000    $900  5.1%
                       2-Bedroom   $260,000  $1,200  5.5%
                       3-Bedroom   $398,750  $1,800  5.4%
                       4+Bedroom   $680,000  $3,000  5.3%",,,"Escazú, Costa Rica",9.919527,-84.1400276
Costa Rica,Heredia,7.338129496402877,"                                       Price    Rent Yield
Neighbor                Apartments                        
Heredia (all locations) 0-Studio     $66,071    $367  6.7%
                        1-Bedroom   $115,000    $850  8.9%
                        2-Bedroom   $135,000    $850  7.6%
                        3-Bedroom   $139,000    $850  7.3%
                        4+Bedroom   $310,000  $1,400  5.4%",,,"Heredia, Costa Rica",9.9983493,-84.1167945
Costa Rica,San Jose,6.542857142857144,"                            Price    Rent Yield
Neighbor     Apartments                        
Mata Redonda 1-Bedroom   $150,000    $850  6.8%
             2-Bedroom   $210,000  $1,100  6.3%
             3-Bedroom   $339,000  $2,200  7.8%
             4+Bedroom   $650,000  $2,650  4.9%
San José     1-Bedroom   $150,000    $850  6.8%
             2-Bedroom   $195,000  $1,100  6.8%
             3-Bedroom   $380,000  $2,100  6.6%
             4+Bedroom   $579,000  $2,500  5.2%",7.538319518611533,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $108,180    $685  7.6%
                  3-Bedroom   $237,995  $1,483  7.5%
Outside of Center 1-Bedroom    $67,591    $420  7.5%
                  3-Bedroom   $148,700  $1,101  8.9%","San Jose, Costa Rica",9.9325427,-84.0795782
Costa Rica,Santa Ana,6.620689655172414,"                                         Price    Rent Yield
Neighbor                  Apartments                        
Santa Ana (all locations) 1-Bedroom   $145,000    $875  7.2%
                          2-Bedroom   $162,000  $1,000  7.4%
                          3-Bedroom   $240,000  $1,200  6.0%
                          4+Bedroom   $525,000  $2,300  5.3%",,,"Santa Ana, Costa Rica",9.9326696,-84.1820487
Croatia,Dubrovnik,,,2.6732310201456744,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom   $195,621  $568  3.5%
                  3-Bedroom   $430,366  $694  1.9%
Outside of Center 1-Bedroom   $139,480  $396  3.4%
                  3-Bedroom   $306,857  $467  1.8%","Dubrovnik, Croatia",42.64873625,18.094680152605108
Croatia,Osijek,5.008,"                                      Price  Rent Yield
Neighbor               Apartments                      
Osijek (all locations) 1-Bedroom    $48,927  $220  5.4%
                       2-Bedroom    $75,090  $313  5.0%
                       3-Bedroom   $100,119  $413  5.0%",3.0993689215840385,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom   $102,775  $378  4.4%
                  3-Bedroom   $226,105  $559  3.0%
Outside of Center 1-Bedroom    $93,502  $252  3.2%
                  3-Bedroom   $205,704  $462  2.7%","Osijek, Croatia",45.5548793,18.6953685
Croatia,Pula,4.323386100296085,"                                    Price  Rent Yield
Neighbor             Apartments                      
Pula (all locations) 0-Studio    $110,132  $501  5.5%
                     1-Bedroom   $121,994  $360  3.5%
                     2-Bedroom   $145,575  $601  5.0%
                     3-Bedroom   $177,213  $546  3.7%",,,"Pula, Croatia",44.8702281,13.8455311
Croatia,Rijeka,4.931506849315069,"                                      Price  Rent Yield
Neighbor               Apartments                      
Rijeka (all locations) 0-Studio     $72,087  $300  5.0%
                       1-Bedroom    $88,106  $350  4.8%
                       2-Bedroom   $120,144  $451  4.5%
                       3-Bedroom   $146,175  $601  4.9%
                       4+Bedroom   $190,228  $801  5.1%",3.5025816743191234,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom   $134,076  $429  3.8%
                  3-Bedroom   $294,967  $793  3.2%
Outside of Center 1-Bedroom   $114,524  $361  3.8%
                  3-Bedroom   $251,953  $652  3.1%","Rijeka, Croatia",45.3267976,14.442208
Croatia,Split,3.353711790393013,"                                     Price    Rent Yield
Neighbor              Apartments                        
Split (all locations) 0-Studio    $114,638    $320  3.4%
                      1-Bedroom   $171,005    $501  3.5%
                      2-Bedroom   $230,276    $651  3.4%
                      3-Bedroom   $290,348    $801  3.3%
                      4+Bedroom   $372,948  $1,001  3.2%",2.946488791165564,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom   $189,268  $541  3.4%
                  3-Bedroom   $416,388  $889  2.6%
Outside of Center 1-Bedroom   $142,669  $396  3.3%
                  3-Bedroom   $313,872  $655  2.5%","Split, Croatia",43.5116383,16.4399659
Croatia,Zadar,2.885050069717328,"                                     Price  Rent Yield
Neighbor              Apartments                      
Zadar (all locations) 0-Studio    $119,118  $325  3.3%
                      1-Bedroom   $159,311  $372  2.8%
                      2-Bedroom   $197,462  $476  2.9%
                      3-Bedroom   $250,300  $601  2.9%",3.209107100538408,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom   $156,080  $459  3.5%
                  3-Bedroom   $343,377  $929  3.2%
Outside of Center 1-Bedroom   $139,386  $368  3.2%
                  3-Bedroom   $306,649  $687  2.7%","Zadar, Croatia",44.1168594,15.2353257
Croatia,Zagreb,4.521739130434783,"                                       Price    Rent Yield
Neighbor                Apartments                        
Donji Grad              0-Studio     $85,603    $476  6.7%
                        1-Bedroom    $99,119    $531  6.4%
                        2-Bedroom   $164,197    $701  5.1%
                        3-Bedroom   $230,276  $1,026  5.3%
                        4+Bedroom   $350,421  $1,602  5.5%
Gornji Grad - Medveščak 0-Studio     $71,085    $451  7.6%
                        1-Bedroom    $95,114    $501  6.3%
                        2-Bedroom   $155,186    $651  5.0%
                        3-Bedroom   $239,237  $1,001  5.0%
                        4+Bedroom   $360,433  $1,702  5.7%
Maksimir                0-Studio     $80,096    $390  5.9%
                        1-Bedroom   $115,639    $441  4.6%
                        2-Bedroom   $165,198    $551  4.0%
                        3-Bedroom   $244,626    $801  3.9%
                        4+Bedroom   $330,396  $1,502  5.5%
Novi Zagreb - Istok     0-Studio     $83,050    $330  4.8%
                        1-Bedroom   $105,126    $400  4.6%
                        2-Bedroom   $133,260    $501  4.5%
                        3-Bedroom   $165,198    $601  4.4%
Novi Zagreb - Zapad     0-Studio    $110,056    $343  3.7%
                        1-Bedroom   $125,150    $426  4.1%
                        2-Bedroom   $126,602    $501  4.7%
                        3-Bedroom   $160,904    $626  4.7%
                        4+Bedroom   $230,734    $901  4.7%
Trešnjevka - Jug        0-Studio    $103,624    $390  4.5%
                        1-Bedroom   $115,138    $451  4.7%
                        2-Bedroom   $140,168    $551  4.7%
                        3-Bedroom   $199,239    $691  4.2%
                        4+Bedroom   $280,336  $1,001  4.3%
Trešnjevka - Sjever     0-Studio     $95,114    $350  4.4%
                        1-Bedroom   $102,123    $400  4.7%
                        2-Bedroom   $130,156    $531  4.9%
                        3-Bedroom   $185,222    $799  5.2%
                        4+Bedroom   $250,300  $1,101  5.3%
Črnomerec               0-Studio     $94,413    $400  5.1%
                        1-Bedroom   $135,162    $400  3.6%
                        2-Bedroom   $145,174    $551  4.6%
                        3-Bedroom   $177,463    $791  5.3%
                        4+Bedroom   $299,359  $1,302  5.2%",3.174571611214179,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $220,144    $636  3.5%
                  3-Bedroom   $484,317  $1,075  2.7%
Outside of Center 1-Bedroom   $148,314    $495  4.0%
                  3-Bedroom   $326,292    $783  2.9%","Zagreb, Croatia",45.84264135,15.962231476593626
Cyprus,Larnaca,,,9.512300772183519,"                                 Price    Rent  Yield
Neighbor          Apartments                         
City Center       1-Bedroom   $106,832    $907  10.2%
                  3-Bedroom   $235,030  $1,630   8.3%
Outside of Center 1-Bedroom    $73,475    $662  10.8%
                  3-Bedroom   $161,645  $1,190   8.8%","Larnaca, Cyprus",34.9236095,33.6236184
Cyprus,Limassol,4.054794520547945,"                                          Price    Rent Yield
Neighbor                 Apartments                          
Limassol (all locations) 1-Bedroom     $251,938    $872  4.2%
                         2-Bedroom     $377,907  $1,260  4.0%
                         3-Bedroom     $707,364  $2,422  4.1%
                         4+Bedroom   $1,259,690  $3,391  3.2%",9.828201133690412,"                                 Price    Rent  Yield
Neighbor          Apartments                         
City Center       1-Bedroom   $183,312  $1,550  10.1%
                  3-Bedroom   $403,286  $2,731   8.1%
Outside of Center 1-Bedroom   $119,510  $1,168  11.7%
                  3-Bedroom   $262,921  $2,084   9.5%","Limassol, Cyprus",34.6852901,33.0332657
Cyprus,Nicosia,4.268381063705435,"                                       Price    Rent Yield
Neighbor                Apartments                        
Nicosia (all locations) 1-Bedroom   $140,504    $523  4.5%
                        2-Bedroom   $213,178    $698  3.9%
                        3-Bedroom   $285,853    $969  4.1%
                        4+Bedroom   $540,213  $2,132  4.7%",6.047124106434368,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $128,276    $667  6.2%
                  3-Bedroom   $282,206  $1,337  5.7%
Outside of Center 1-Bedroom    $93,502    $560  7.2%
                  3-Bedroom   $205,704  $1,004  5.9%","Nicosia, Cyprus",35.1748976,33.3638568
Cyprus,Paphos,5.874125874125874,"                                      Price    Rent Yield
Neighbor               Apartments                        
Paphos (all locations) 1-Bedroom   $138,566    $678  5.9%
                       2-Bedroom   $193,798  $1,211  7.5%
                       3-Bedroom   $338,663  $1,235  4.4%",,,"Paphos, Cyprus",34.7743988,32.4231586
Czech Republic,Brno,3.3586395799640947,"                                    Price  Rent Yield
Neighbor             Apartments                      
Brno (all locations) 0-Studio    $187,913  $509  3.3%
                     1-Bedroom   $233,160  $647  3.3%
                     2-Bedroom   $303,814  $916  3.6%
                     3-Bedroom   $317,627  $896  3.4%",2.8419637611657755,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $273,950    $748  3.3%
                  3-Bedroom   $602,689  $1,172  2.3%
Outside of Center 1-Bedroom   $220,711    $614  3.3%
                  3-Bedroom   $485,565    $974  2.4%","Brno, Czech Republic",49.1922443,16.6113382
Czech Republic,Olomouc,3.337856612541143,"                                       Price  Rent Yield
Neighbor                Apartments                      
Olomouc (all locations) 0-Studio    $133,015  $392  3.5%
                        1-Bedroom   $202,592  $530  3.1%
                        2-Bedroom   $236,970  $532  2.7%
                        3-Bedroom   $189,558  $614  3.9%",3.3581133779699996,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom   $170,494  $571  4.0%
                  3-Bedroom   $375,087  $970  3.1%
Outside of Center 1-Bedroom   $147,762  $445  3.6%
                  3-Bedroom   $325,075  $773  2.9%","Olomouc, Czech Republic",49.5940567,17.251143
Czech Republic,Ostrava,5.210699004738432,"                                       Price  Rent Yield
Neighbor                Apartments                      
Ostrava (all locations) 0-Studio     $64,755  $285  5.3%
                        1-Bedroom    $81,454  $363  5.3%
                        2-Bedroom   $107,926  $416  4.6%
                        3-Bedroom   $128,289  $550  5.1%",4.544670279773591,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom   $123,614  $553  5.4%
                  3-Bedroom   $271,951  $861  3.8%
Outside of Center 1-Bedroom   $101,658  $424  5.0%
                  3-Bedroom   $223,649  $760  4.1%","Ostrava, Czech Republic",49.8349139,18.2820084
Czech Republic,Plzen,3.738319840552272,"                                     Price  Rent Yield
Neighbor              Apartments                      
Plzen (all locations) 0-Studio    $116,805  $357  3.7%
                      1-Bedroom   $163,528  $471  3.5%
                      2-Bedroom   $175,823  $574  3.9%
                      3-Bedroom   $193,446  $614  3.8%",2.750686927145561,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom   $224,425  $589  3.2%
                  3-Bedroom   $493,735  $798  1.9%
Outside of Center 1-Bedroom   $169,276  $500  3.5%
                  3-Bedroom   $372,408  $729  2.4%","Plzen, Czech Republic",49.7477415,13.3775249
Czech Republic,Prague,3.419201733954172,"                          Price    Rent Yield
Neighbor Apartments                          
Praha 1  0-Studio      $263,922    $984  4.5%
         1-Bedroom     $490,265  $1,603  3.9%
         2-Bedroom     $956,405  $1,799  2.3%
         3-Bedroom     $811,656  $2,862  4.2%
Praha 10 0-Studio      $212,136    $593  3.4%
         1-Bedroom     $253,514    $736  3.5%
         2-Bedroom     $302,582    $828  3.3%
         3-Bedroom     $486,381  $1,431  3.5%
Praha 3  0-Studio      $223,257    $696  3.7%
         1-Bedroom     $285,817    $936  3.9%
         2-Bedroom     $408,077  $1,207  3.5%
Praha 4  0-Studio      $189,932    $552  3.5%
         1-Bedroom     $244,928    $818  4.0%
         2-Bedroom     $282,137    $818  3.5%
         3-Bedroom     $331,613  $1,398  5.1%
Praha 5  0-Studio      $237,159    $736  3.7%
         1-Bedroom     $306,671  $1,227  4.8%
         2-Bedroom     $306,630  $1,104  4.3%
         3-Bedroom     $485,869  $2,167  5.4%
         4-Bedroom     $605,123  $4,825  9.6%
Praha 6  0-Studio      $241,555    $644  3.2%
         1-Bedroom     $277,639    $838  3.6%
         2-Bedroom     $341,386  $1,247  4.4%
         3-Bedroom     $636,854  $3,026  5.7%
         4-Bedroom   $1,121,394  $3,046  3.3%
Praha 8  0-Studio      $189,216    $736  4.7%
         1-Bedroom     $283,431  $1,022  4.3%
         2-Bedroom     $281,728    $859  3.7%
Praha 9  0-Studio      $204,158    $552  3.2%
         1-Bedroom     $243,293    $777  3.8%
         2-Bedroom     $273,653    $859  3.8%
         3-Bedroom     $320,574    $838  3.1%",2.7099598818583224,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $434,618  $1,064  2.9%
                  3-Bedroom   $956,160  $1,976  2.5%
Outside of Center 1-Bedroom   $305,030    $788  3.1%
                  3-Bedroom   $671,065  $1,389  2.5%","Prague, Czech Republic",50.0874654,14.4212535
Denmark,Aalborg,3.6609718504609217,"                                       Price    Rent Yield
Neighbor                Apartments                        
Aalborg (all locations) 1-Bedroom   $182,042    $718  4.7%
                        2-Bedroom   $270,780    $769  3.4%
                        3-Bedroom   $296,226    $966  3.9%
                        4+Bedroom   $495,232  $1,171  2.8%",3.7234231616686535,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $224,696    $786  4.2%
                  3-Bedroom   $494,330  $1,304  3.2%
Outside of Center 1-Bedroom   $176,938    $599  4.1%
                  3-Bedroom   $389,265  $1,098  3.4%","Aalborg, Denmark",57.0462626,9.9215263
Denmark,Aarhus,2.8682624850577003,"                                      Price    Rent Yield
Neighbor               Apartments                        
Aarhus (all locations) 1-Bedroom   $299,672    $724  2.9%
                       2-Bedroom   $430,592  $1,024  2.9%
                       3-Bedroom   $600,650  $1,279  2.6%
                       4+Bedroom   $652,227  $1,566  2.9%",4.252731416742953,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $341,564  $1,145  4.0%
                  3-Bedroom   $751,442  $2,176  3.5%
Outside of Center 1-Bedroom   $179,911    $747  5.0%
                  3-Bedroom   $395,804  $1,479  4.5%","Aarhus, Denmark",56.1496278,10.2134046
Denmark,Copenhagen,3.4015408303512946,"                              Price    Rent Yield
Neighbor     Apartments                          
Copenhagen S 1-Bedroom     $338,845  $1,214  4.3%
             2-Bedroom     $573,882  $1,565  3.3%
             3-Bedroom     $763,870  $1,873  2.9%
             4+Bedroom   $1,043,955  $2,114  2.4%
Copenhagen V 1-Bedroom     $482,478  $1,168  2.9%
             2-Bedroom     $685,524  $1,958  3.4%
             3-Bedroom     $881,388  $2,480  3.4%
             4+Bedroom   $1,017,840  $3,394  4.0%",4.778351109829418,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $399,112  $1,779  5.3%
                  3-Bedroom   $878,045  $2,822  3.9%
Outside of Center 1-Bedroom   $271,774  $1,297  5.7%
                  3-Bedroom   $597,904  $2,097  4.2%","Copenhagen, Denmark",55.6867243,12.5700724
Dominican Republic,Santo Domingo,,,7.391124438115418,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $110,701    $897  9.7%
                  3-Bedroom   $243,541  $1,626  8.0%
Outside of Center 1-Bedroom    $66,610    $376  6.8%
                  3-Bedroom   $146,542    $821  6.7%","Santo Domingo, Dominican Republic",18.4801972,-69.942111
Ecuador,Cuenca,4.551724137931035,"                                      Price  Rent Yield
Neighbor               Apartments                      
Cuenca (all locations) 0-Studio     $85,000  $310  4.4%
                       1-Bedroom   $115,000  $500  5.2%
                       2-Bedroom   $145,000  $550  4.6%",6.181285328532854,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom    $65,625  $404  7.4%
                  3-Bedroom   $144,375  $708  5.9%
Outside of Center 1-Bedroom    $63,125  $341  6.5%
                  3-Bedroom   $138,875  $574  5.0%","Cuenca, Ecuador",-2.8974072,-79.0041726
Ecuador,Guayaquil,7.5,"                                  Price    Rent Yield
Neighbor           Apartments                        
Norte de Guayaquil 0-Studio    $135,000    $675  6.0%
                   1-Bedroom   $129,950    $690  6.4%
                   2-Bedroom   $140,000    $800  6.9%
                   3-Bedroom   $155,000    $800  6.2%
Puerto Santa Ana   0-Studio    $160,000  $1,000  7.5%
                   1-Bedroom   $200,000  $1,300  7.8%
                   2-Bedroom   $360,000  $1,800  6.0%
Samborondón        0-Studio    $164,400    $763  5.6%
                   1-Bedroom   $205,000  $1,300  7.6%
                   2-Bedroom   $278,000  $1,600  6.9%
                   3-Bedroom   $410,000  $1,800  5.3%
Vía a la Costa     0-Studio    $121,000    $600  6.0%
                   1-Bedroom   $138,000    $800  7.0%
                   2-Bedroom   $158,000    $860  6.5%
                   3-Bedroom   $198,000  $1,000  6.1%",6.383399209486165,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom    $57,500  $394  8.2%
                  3-Bedroom   $126,500  $675  6.4%
Outside of Center 1-Bedroom    $72,000  $306  5.1%
                  3-Bedroom   $158,400  $840  6.4%","Guayaquil, Ecuador",-2.1900563,-79.8868741
Ecuador,Manta,6.948837209302325,"                                     Price    Rent Yield
Neighbor              Apartments                        
Manta (all locations) 0-Studio     $90,000    $659  8.8%
                      1-Bedroom   $150,000    $900  7.2%
                      2-Bedroom   $215,000  $1,200  6.7%
                      3-Bedroom   $320,000    $800  3.0%",,,"Manta, Ecuador",-0.9482874,-80.7197902
Ecuador,Quito,5.817076238256911,"                               Price    Rent Yield
Neighbor        Apartments                        
Centro Norte    0-Studio     $99,223    $474  5.7%
                1-Bedroom   $134,624    $648  5.8%
                2-Bedroom   $159,554    $848  6.4%
                3-Bedroom   $229,359    $997  5.2%
                4+Bedroom   $309,137  $1,516  5.9%
Cumbayá         0-Studio    $127,145    $698  6.6%
                1-Bedroom   $192,462    $997  6.2%
                2-Bedroom   $253,293  $1,645  7.8%
                3-Bedroom   $349,025  $1,546  5.3%
El Bosque       0-Studio     $85,000    $450  6.4%
                1-Bedroom   $128,712    $600  5.6%
                2-Bedroom   $190,000    $780  4.9%
                3-Bedroom   $298,000  $1,500  6.0%
González Suárez 0-Studio    $125,189    $600  5.8%
                1-Bedroom   $174,810    $900  6.2%
                2-Bedroom   $279,000  $1,450  6.2%
                3-Bedroom   $330,000  $1,950  7.1%
La Carolina     0-Studio    $108,000    $530  5.9%
                1-Bedroom   $143,135    $680  5.7%
                2-Bedroom   $180,500    $900  6.0%
                3-Bedroom   $240,000  $1,200  6.0%
Monteserrín     0-Studio     $89,500    $500  6.7%
                1-Bedroom   $127,665    $650  6.1%
                2-Bedroom   $185,000  $1,000  6.5%
                3-Bedroom   $390,000  $1,900  5.8%
Norte de Quito  0-Studio     $78,780    $469  7.1%
                1-Bedroom    $95,060    $494  6.2%
                2-Bedroom   $109,694    $548  6.0%
                3-Bedroom   $197,449    $648  3.9%
Quito Tennis    0-Studio    $105,000    $500  5.7%
                1-Bedroom   $165,000    $750  5.5%
                2-Bedroom   $250,000  $1,340  6.4%
                3-Bedroom   $330,000  $1,400  5.1%
                4+Bedroom   $448,000  $1,900  5.1%",5.043651563807285,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom    $72,250  $429  7.1%
                  3-Bedroom   $158,950  $624  4.7%
Outside of Center 1-Bedroom    $55,741  $242  5.2%
                  3-Bedroom   $122,630  $498  4.9%","Quito, Ecuador",-0.2201641,-78.5123274
Egypt,Alexandria,5.211900228368862,"                                          Price  Rent Yield
Neighbor                   Apartments                      
Alexandria (all locations) 1-Bedroom    $58,865  $282  5.7%
                           2-Bedroom    $78,674  $409  6.2%
                           3-Bedroom   $137,838  $537  4.7%
                           4+Bedroom   $197,069  $640  3.9%",5.453181896790734,"                                Price  Rent Yield
Neighbor          Apartments                     
City Center       1-Bedroom   $32,778  $122  4.5%
                  3-Bedroom   $72,113  $235  3.9%
Outside of Center 1-Bedroom   $10,936   $69  7.6%
                  3-Bedroom   $24,060  $129  6.4%","Alexandria, Egypt",31.1991806,29.8951716
Egypt,Asyut,5.027445382668025,"                                    Price  Rent Yield
Neighbor              Apartments                     
Asyut (all locations) 1-Bedroom   $30,587  $112  4.4%
                      2-Bedroom   $33,136  $153  5.5%
                      3-Bedroom   $43,331  $163  4.5%
                      4+Bedroom   $50,942  $408  9.6%",,,"Asyut, Egypt",27.1832822,31.1853836
Egypt,Cairo,6.8602174644098195,"                                           Price    Rent  Yield
Neighbor                    Apartments                         
6th of October              0-Studio    $161,238    $717   5.3%
                            1-Bedroom   $153,560    $717   5.6%
                            2-Bedroom   $210,889    $921   5.2%
                            3-Bedroom   $245,696  $1,177   5.7%
                            4+Bedroom   $299,954  $1,177   4.7%
El Shorouk Compounds        1-Bedroom   $122,347    $306   3.0%
                            2-Bedroom   $107,492    $307   3.4%
                            3-Bedroom   $124,692    $358   3.4%
Faisal , Giza               1-Bedroom    $17,842    $102   6.9%
                            2-Bedroom    $29,057    $143   5.9%
                            3-Bedroom    $35,831    $282   9.4%
Heliopolis - Masr El Gedida 0-Studio     $67,800    $280   5.0%
                            1-Bedroom    $68,820    $285   5.0%
                            2-Bedroom    $84,458    $435   6.2%
                            3-Bedroom   $145,882    $614   5.1%
                            4+Bedroom   $204,747  $1,024   6.0%
Mohandessin                 0-Studio     $48,429    $306   7.6%
                            1-Bedroom    $61,173    $408   8.0%
                            2-Bedroom    $89,577    $768  10.3%
                            3-Bedroom   $153,560  $1,177   9.2%
                            4+Bedroom   $204,747  $1,280   7.5%
New Cairo                   0-Studio     $87,018    $768  10.6%
                            1-Bedroom    $93,787    $768   9.8%
                            2-Bedroom   $122,848    $537   5.2%
                            3-Bedroom   $143,323  $1,024   8.6%
                            4+Bedroom   $189,391  $1,280   8.1%
Sheikh Zayed                0-Studio     $96,129    $614   7.7%
                            1-Bedroom   $122,848    $640   6.3%
                            2-Bedroom   $153,560    $947   7.4%
                            3-Bedroom   $153,560  $1,024   8.0%
                            4+Bedroom   $194,510  $1,280   7.9%",7.782680947230607,"                                Price  Rent Yield
Neighbor          Apartments                     
City Center       1-Bedroom   $24,778  $179  8.7%
                  3-Bedroom   $54,512  $355  7.8%
Outside of Center 1-Bedroom   $16,126  $104  7.7%
                  3-Bedroom   $35,477  $208  7.1%","Cairo, Egypt",30.0443879,31.2357257
Egypt,Damanhour,4.480640709975919,"                                        Price  Rent Yield
Neighbor                  Apartments                     
Damanhour (all locations) 1-Bedroom   $22,940   $87  4.6%
                          2-Bedroom   $36,959  $138  4.5%
                          3-Bedroom   $63,722  $153  2.9%",,,"Damanhour, Egypt",31.0374982,30.4710625
Egypt,Faiyum,3.766375545851528,"                                     Price  Rent Yield
Neighbor               Apartments                     
Faiyum (all locations) 1-Bedroom   $29,312   $92  3.8%
                       2-Bedroom   $35,684  $112  3.8%
                       3-Bedroom   $63,365  $163  3.1%",,,"Faiyum, Egypt",29.3074076,30.8399651
Egypt,Giza,,,6.3985026864968555,"                                Price  Rent Yield
Neighbor          Apartments                     
City Center       1-Bedroom   $21,468  $106  5.9%
                  3-Bedroom   $47,230  $185  4.7%
Outside of Center 1-Bedroom   $11,990   $69  6.9%
                  3-Bedroom   $26,377  $152  6.9%","Giza, Egypt",29.9870753,31.2118063
Egypt,Hurghada,7.800965541904008,"                                        Price  Rent Yield
Neighbor                 Apartments                      
Hurghada (all locations) 0-Studio     $46,612  $382  9.8%
                         1-Bedroom    $78,298  $509  7.8%
                         2-Bedroom   $137,544  $713  6.2%",,,"Hurghada, Egypt",27.222556,33.8307062
Egypt,Port Said,4.283658252750815,"                                         Price  Rent Yield
Neighbor                  Apartments                      
Port Said (all locations) 0-Studio     $28,038  $102  4.4%
                          1-Bedroom    $40,782  $153  4.5%
                          2-Bedroom    $50,978  $178  4.2%
                          3-Bedroom   $101,956  $357  4.2%",,,"Port Said, Egypt",31.263235,32.305505
Estonia,Pärnu,3.7209563164108617,"                                     Price  Rent Yield
Neighbor              Apartments                      
Pärnu (all locations) 0-Studio     $91,412  $312  4.1%
                      1-Bedroom   $116,820  $380  3.9%
                      2-Bedroom   $164,911  $487  3.5%
                      3+Bedroom   $193,727  $526  3.3%",,,"Pärnu, Estonia",58.3835136,24.5081751
Estonia,Tallinn,5.367272727272727,"                             Price    Rent Yield
Neighbor      Apartments                        
City Center   0-Studio    $133,370    $467  4.2%
              1-Bedroom   $194,603    $720  4.4%
              2-Bedroom   $287,183  $1,071  4.5%
              3+Bedroom   $377,183  $1,266  4.0%
Mustamäe      0-Studio     $87,518    $378  5.2%
              1-Bedroom   $128,015    $584  5.5%
              2-Bedroom   $160,628    $718  5.4%
Põhja-Tallinn 0-Studio     $93,943    $414  5.3%
              1-Bedroom   $133,272    $672  6.0%
              2-Bedroom   $242,402  $1,071  5.3%
              3+Bedroom   $420,991  $1,314  3.7%",3.802607806966836,"                                 Price    Rent Yield
Neighbor          Apartments                        
City Center       1-Bedroom   $199,212    $709  4.3%
                  3-Bedroom   $438,268  $1,186  3.2%
Outside of Center 1-Bedroom   $137,783    $517  4.5%
                  3-Bedroom   $303,123    $842  3.3%","Tallinn, Estonia",59.4372155,24.7453688
Estonia,Tartu,5.241238317757009,"                                     Price    Rent Yield
Neighbor              Apartments                        
Tartu (all locations) 0-Studio     $72,915    $341  5.6%
                      1-Bedroom   $124,608    $506  4.9%
                      2-Bedroom   $166,469    $647  4.7%
                      3+Bedroom   $219,963  $1,168  6.4%",3.743193111562494,"                                 Price  Rent Yield
Neighbor          Apartments                      
City Center       1-Bedroom   $153,776  $496  3.9%
                  3-Bedroom   $338,307  $920  3.3%
Outside of Center 1-Bedroom   $107,311  $402  4.5%
                  3-Bedroom   $236,084  $711  3.6%","Tartu, Estonia",58.3801207,26.72245
